image_path,class_name
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_027.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_028.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_029.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_030.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_031.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_032.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_033.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_034.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_035.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_036.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_037.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_038.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_039.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_000.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_001.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_002.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_003.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_004.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_005.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_006.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_007.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_008.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_009.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_010.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_011.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_012.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_013.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_014.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_015.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_016.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_017.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_018.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_019.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_020.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_021.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_022.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_023.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_024.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_025.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_026.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_027.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_028.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_029.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_030.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_031.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_032.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_033.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_034.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_035.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_036.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_037.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_038.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/salad/salad_039.jpg,salad
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_000.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_001.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_002.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_003.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_004.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_005.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_006.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_007.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_008.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_009.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_010.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_011.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_012.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_013.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_014.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_015.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_016.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_017.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_018.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_019.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_020.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_021.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_022.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_023.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_024.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_025.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_026.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_027.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_028.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_029.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_030.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_031.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_032.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_033.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_034.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_035.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_036.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_037.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_038.jpg,dessert
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/dessert/dessert_039.jpg,dessert
